id,formula,bandgap,formation_energy,density,volume,n_elements,energy_per_volume,is_binary,is_ternary,bg_category
mp-555516,H5(NO)3,3.2359,-0.5446130555681821,1.6143192803810522,391.11847206731886,3,-0.0013924503557439852,0,1,wide
mp-2647151,H5C56O,0.6288,-0.012399991794356,0.5214494081320601,2208.8691199517207,3,-5.613728619026114e-06,0,1,narrow
mp-626299,H5ClO6,3.4579,-0.8858957523958331,1.756407335753654,516.1569948339522,3,-0.00171633003381234,0,1,wide
mp-1181371,H5IO6,2.2095,-0.9933151696874992,3.170063201979756,477.5983281490285,3,-0.002079812912112096,0,1,medium
mp-1181667,H5IO6,1.266,-0.970349570312499,3.142268164192598,481.8229400803902,3,-0.002013913181781258,0,1,medium
mp-27773,H5IO6,2.3577,-1.003818804479166,3.413705126454665,443.5113254684314,3,-0.002263344241365076,0,1,medium
mp-625174,H5IO6,2.255499999999999,-0.997321099270832,3.202109452983957,472.81859275029376,3,-0.0021093102398313255,0,1,medium
mp-625256,H5IO6,2.1302,-0.986933771979166,3.179014453969314,476.2535393640276,3,-0.0020722864827358196,0,1,medium
mp-625274,H5IO6,1.9769,-0.9696245198958332,3.218307694809019,470.438823433299,3,-0.002061106506515424,0,1,medium
mp-625890,H5IO6,1.6184,-0.9737801061458332,3.298587002020818,458.9895262622308,3,-0.0021215736970640396,0,1,medium
mp-625961,H5IO6,2.1822,-0.985601470520833,3.1406627960238582,482.06922669605393,3,-0.0020445226866602243,0,1,medium
mp-626014,H5IO6,1.0381,-0.955392502604166,3.190455020772846,474.5457546132516,3,-0.002013277946997541,0,1,medium
mp-1180988,H6N4O9,1.4636,-0.769166690131579,1.474635690897404,464.09522494131073,3,-0.0016573467012698686,0,1,medium
mp-1181093,H6N4O9,2.6783,-0.737885493026316,1.412077476160536,484.65568938492936,3,-0.0015224942349542157,0,1,wide
mp-1181328,H6N4O9,1.6163,-0.767766433289473,1.5298216598720682,447.3537018234835,3,-0.0017162402594634563,0,1,medium
mp-1181373,H6N4O9,1.6800000000000002,-0.5229231106578951,1.472885293522764,464.6467621634507,3,-0.0011254207566692227,0,1,medium
mp-1181419,H6N4O9,2.7873,-0.799036628026316,1.5189614551420272,450.5521719177036,3,-0.0017734608283550021,0,1,wide
mp-625365,H6N4O9,1.9227,-0.5290205425000001,1.585551523865833,431.62986025512873,3,-0.0012256347190328896,0,1,medium
mp-626354,H6N4O9,1.2014,-0.494535906710526,1.57345279097166,434.9487868974406,3,-0.001136998013577943,0,1,medium
mp-626392,H6N4O9,2.9321,-0.7237221811842101,1.559262561788593,438.90708303064105,3,-0.0016489188923243818,0,1,wide
mp-1181459,H6SN2,2.5181,-0.184900934305555,1.122469779527076,782.594772650843,3,-0.0002362665082457037,0,1,wide
mp-1181460,H6SN2,2.161499999999999,-0.161091909027777,1.061848514239391,827.2733540957724,3,-0.00019472633589637844,0,1,medium
mp-604209,H6SN2,1.2347,-0.124136283611111,0.975511628498294,900.4905285124128,3,-0.00013785406917736376,0,1,medium
mp-625850,H7NO6,3.1347,-1.1280233893749991,1.560470854040744,498.261178010131,3,-0.0022639198861125467,0,1,wide
mp-625868,H7NO6,3.4545,-1.110390834375,1.361067931697603,571.258809260935,3,-0.001943761420172349,0,1,wide
mp-625937,H7NO6,3.3479,-1.124033568660714,1.457959605936373,533.2946419221635,3,-0.002107715848427315,0,1,wide
mp-626046,H7NO6,3.2915,-1.091796124553571,1.464050160925759,531.0760974836874,3,-0.0020558186100384734,0,1,wide
mp-626066,H7NO6,3.081,-1.104750538303571,1.48655791257503,523.0351534962974,3,-0.0021121917540699135,0,1,wide
mp-626093,H7NO6,3.4995,-1.108912725982143,1.5413159687993772,504.453377324362,3,-0.0021982462122938974,0,1,wide
mp-626112,H7NO6,3.3958,-1.114267708660714,1.493317559905523,520.6675839491285,3,-0.0021400750555839922,0,1,wide
mp-626127,H7NO6,1.709,-1.070045790803571,1.421673284028096,546.9062791852043,3,-0.0019565432534396094,0,1,medium
mp-626529,H7NO6,3.4913,-1.119201142410714,1.451779080332651,535.5649881706934,3,-0.0020897578578344374,0,1,wide
mp-676050,H8(NO2)3,1.0125,-0.278221957941176,1.5031858100363071,161.37165375041053,3,-0.0017241067527974578,0,1,medium
mp-625111,H8PtO6,1.491199999999999,-1.139645584333333,4.376365194199432,227.01038128822503,3,-0.00502023554106266,0,1,medium
mp-625112,H8PtO6,1.5662,-1.139853136666666,4.3478200936599904,228.50079119888773,3,-0.004988399080310119,0,1,medium
mp-625113,H8PtO6,1.406599999999999,-1.1252732796666671,4.3962076695996295,225.98576001351825,3,-0.004979399054167636,0,1,medium
mp-625154,H8PtO6,1.6174,-1.128265249999999,4.254487360345116,233.51352283983297,3,-0.004831691271146968,0,1,medium
mp-625208,H8PtO6,1.830699999999999,-1.161056693666667,4.295737978910607,231.2711660415739,3,-0.005020326197767138,0,1,medium
mp-626835,H8PtO6,1.828399999999999,-1.146977175,4.259946788772672,233.2142584527353,3,-0.004918126287001675,0,1,medium
mp-28143,H8S5N2,2.1947,-0.474756422166666,1.638442334360217,796.2027202931057,3,-0.0005962758102508042,0,1,medium
